"datum_I","datum_II","sex","alter_I","sex_II","alter_II","note_all","not_m","note_d","note_p","note_c","an_1","an_2","an_3","an_4","an_5","an_6","an_7","lm_1","lm_2","lm_3","lm_4","lm_5","lm_6","lm_7","kom_al1","kom_al2","kom_al3","kom_al4","kom_c1","kom_c2","kom_c3","kom_c4","kom_d1","kom_d2","kom_d3","kom_d4","kom_m1","kom_m2","kom_m3","kom_m4","kom_p1","kom_p2","kom_p3","kom_p4","in_al1","in_al2","in_al3","in_c1","in_c2","in_c3","in_d1","in_d2","in_d3","in_m1","in_m2","in_m3","in_p1","in_p2","in_p3","nfc_01","nfc_02","nfc_03","nfc_05","nfc_13","nfc_14","nfc_04g","nfc_06g","nfc_07g","nfc_08g","nfc_09g","nfc_10g","nfc_11g","nfc_12g","nfc_15g","nfc_16g","item_sk","fsk_al","fsk_m","fsk_d","fsk_p","fsk_c","in_al","in_m","in_d","in_p","in_c","hae","fvm","ska_nfc","item_sk_2","kom_al1_2","kom_al2_2","kom_al3_2","kom_al4_2","kom_m1_2","kom_m2_2","kom_m3_2","kom_m4_2","kom_d1_2","kom_d2_2","kom_d3_2","kom_d4_2","kom_p1_2","kom_p2_2","kom_p3_2","kom_p4_2","kom_c1_2","kom_c2_2","kom_c3_2","kom_c4_2","in_al1_2","in_al2_2","in_al3_2","in_m1_2","in_m2_2","in_m3_2","in_d1_2","in_d2_2","in_d3_2","in_p1_2","in_p2_2","in_p3_2","in_c1_2","in_c2_2","in_c3_2","lm_1_2","lm_2_2","lm_3_2","lm_4_2","lm_5_2","lm_6_2","lm_7_2","an_1_2","an_2_2","an_3_2","an_4_2","an_5_2","an_6_2","an_7_2","nfc_01_2","nfc_02_2","nfc_03_2","nfc_05_2","nfc_13_2","nfc_14_2","nfc_04g_2","nfc_06g_2","nfc_07g_2","nfc_08g_2","nfc_09g_2","nfc_10g_2","nfc_11g_2","nfc_12g_2","nfc_15g_2","nfc_16g_2","note_all_2","not_m_2","note_d_2","note_p_2","note_c_2","fsk_al_2","fsk_m_2","fsk_d_2","fsk_p_2","fsk_c_2","hae_2","fvm_2","ska_nfc_2","in_al_2","in_m_2","in_d_2","in_p_2","in_c_2"
2008-02-21,2009-04-07,1,16,1,17,3.2,2,3,3,3,3,2,3,3,3,2,3,3,2,2,3,2,2,2,4,3,3,3,3,2,3,2,3,3,3,3,3,2,2,2,3,2,2,2,4,4,4,3,3,3,3,4,4,3,3,3,2,2,2,4,3,3,3,3,3,4,4,4,4,5,4,4,4,5,3,3,3.25,2.25,3,2.25,2.5,4,3,3.66666666666667,2,3,2.28571428571429,2.71428571428571,3.75,2,4,4,3,3,3,2,3,2,3,3,3,3,2,2,2,2,2,2,2,2,4,3,4,3,2,3,3,3,4,1,1,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,2,4,3,2,4,5,5,4,6,6,6,5,6,6,2.75,3.75,3,3.75,2.75,3.5,2.5,3,2,2,2,2.14285714285714,4.375,3.66666666666667,2.66666666666667,3.33333333333333,1.66666666666667,2.33333333333333
2008-02-21,2009-04-07,1,16,1,18,3,4,3,3,5,3,3,3,3,2,2,2,3,2,3,4,2,2,3,4,4,4,3,2,2,2,2,4,5,5,4,3,3,4,3,3,4,3,3,5,4,4,3,3,4,5,5,5,2,2,4,4,4,4,4,4,3,4,2,4,5,4,4,5,6,4,4,6,5,5,2,3.75,3.25,4.5,3.25,2,4.33333333333333,2.66666666666667,5,4,3.33333333333333,2.71428571428571,2.57142857142857,4.3125,2,4,3,4,3,2,2,2,2,4,5,4,4,2,2,2,2,3,4,3,3,5,5,5,3,3,4,5,5,5,1,1,5,4,3,5,3,2,2,3,2,3,3,4,4,4,4,3,3,2,4,4,3,4,4,3,6,3,5,6,7,4,5,5,6,6,NA,5.25,2.25,2.25,4,3.5,2,4.25,2,3.25,2.57142857142857,3.42857142857143,4.6875,5,3.33333333333333,5,2.33333333333333,4
2008-02-21,2009-04-07,2,16,2,17,3.2,4,3,3,3,3,3,3,3,3,2,4,3,2,4,3,3,2,3,3,4,3,4,3,3,3,3,4,5,4,4,2,4,2,3,3,4,3,3,3,2,3,2,3,2,3,3,3,2,1,2,3,3,2,4,6,5,6,4,4,3,4,6,2,4,4,2,5,3,2,4,3.5,2.75,4.25,3.25,3,2.66666666666667,1.66666666666667,3,2.66666666666667,2.33333333333333,2.85714285714286,3,4,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,2,3,3,3,2,2,2.61103294790643,1,2,1.95613635035778,2,2,2.23579255617931,1,2,1.8983401024569,1,2,1.86416771266359,2,1,4,3,3,2,3,2,3,3,3,3,3,3,3,3,4,6,4,4,4,4,4,3,2,3,2,4,3,2,2.9,4,3,3,NA,3,2,3,3,2.75,2.57142857142857,2.85714285714286,3.4375,2.20367764930214,1.65204545011926,2.07859751872644,1.6327800341523,1.62138923755453
2008-02-21,2009-04-07,1,17,1,18,3,5,4,4,3,3,2,1,2,2,2,1,3,3,3,3,2,3,3,3,3,3,4,3,2,3,3,3,3,3,2,2,1,2,2,3,2,3,4,4,4,4,3,3,2,3,2,3,2,2,3,2,2,2,3,3,3,7,3,3,2,2,4,3,4,5,3,3,7,6,3,3.25,1.75,2.75,3,2.75,4,2.33333333333333,2.66666666666667,2,2.66666666666667,2.85714285714286,1.85714285714286,3.8125,3,4,2,3,2,3,1,3,2,2,2,2,3,2,1,2,1,3,2,2,2,4,4,5,3,3,3,3,3,3,1,1,2,2,3,2,3,2,3,3,1,2,3,3,3,3,2,2,3,3,4,4,3,4,3,3,4,3,5,3,4,3,3,4,5,6,3,3.25,3.75,4,3.25,2.75,2.25,2.25,1.5,2.25,2.42857142857143,2.71428571428571,3.8125,4.33333333333333,3,3,1.33333333333333,2.33333333333333
2008-02-21,2009-04-07,1,17,1,18,2.58,3,2,2,2,3,3,3,2,3,2,3,3,2,3,4,3,2,3,3,3,3,3,2,2,2,2,2,4,3,4,2,2,2,1,4,4,3,3,2.6069825010997,2,4,1.3210619537699,1,2,1.96994535013264,2,1,1.47405450902741,1,2,3.24834545714175,3,4,3,5,2,7,2,4,3,3,4,5,7,1,6,4,6,4,2,3,1.75,3.25,3.5,2,2.86899416703323,1.49135150300914,1.65664845004421,3.41611515238058,1.44035398458997,2.85714285714286,2.71428571428571,4.125,3,3,4,4,4,3,4,3,2,2,3,4,4,3,3,3,3,1,1,2,1,4,4,3,4,4,3,2,2,2,3,2,4,1,1,4,2,2,3,4,2,1,3,2,2,3,3,3,2,3,3,4,4,6,4,6,5,3,4,6,6,5,4,3,7,6,2.2,2,3,1.75,3.5,3.75,3,3.25,3,1.25,2.42857142857143,2.57142857142857,4.75,3.66666666666667,3.66666666666667,2,3,2
2008-02-21,2009-04-07,1,17,1,18,2.1,2,2,2,2,3,3,3,3,3,3,4,3,3,4,3,2,3,3,4,4,3,3,4,4,3.5,3,3,3,3,3,4,4,4,3,3,2,3,2,3,3,3,4,4,4,2,2,3,4,4,4,1,1,1,5,5,2,4,3,6,6,4,3,2,5,3,3,5,5,4,3,3.5,3.75,3,2.5,3.625,3,4,2.33333333333333,1,4,3,3.14285714285714,4.0625,2,3,4,4,3,3,4,4,3,3,3,3,3,2,2,2,2,3,4,4,3,3,3,4,4,4,4,2,3,3,1,1,1,3,4,4,3,3,4,3,3,3,3,3,4,4,4,4,3,4,5,4,3,5,3,4,5,7,3,7,5,5,7,7,7,7,NA,2.5,3,2,2,3.5,3.5,3,2,3.5,3.14285714285714,3.71428571428571,5.25,3.33333333333333,4,2.66666666666667,1,3.66666666666667
2008-02-21,2009-04-07,2,17,2,18,3.8,4.5,4,4,3.5,3,3,2,4,4,2,3,3,3,2,3,2,4,3,3,4,2,3,3,2,2,2,2,1,3,3,2,2,3,1,2,3,3,2,2.22742132387552,2,2,3.60707903039213,4,3,2.58038946983863,3,1,2.86695220618236,3,2,2.93612478949098,3,3,5,2,3,3,4,6,2,5,5,3,7,5,7,5,2,4,1,3,2,2.25,2.5,2.25,2.07580710795851,2.62231740206079,2.19346315661288,2.97870826316366,3.53569301013071,2.85714285714286,3,4.25,1,3,2,2,2,1,1,1,1,3,3,3,4,3,4,3,3,1,2,3,1,1,2,2,1,1,3,2,3,3,3,3,3,1,3,3,2,2,4,4,1,2,3,4,4,3,4,2,3,4,3,5,3,6,1,5,3,4,7,2,4,2,7,5,6,5,NA,5,4.25,5.75,4.75,2.25,1,3.25,3.25,1.75,2.57142857142857,3.42857142857143,4.25,1.66666666666667,1.66666666666667,2.66666666666667,3,2.33333333333333
2008-02-21,2009-04-07,2,17,2,18,3.3,3,3,4,4.5,3,3,2,2,3,1,1,3,2,4,3,2,2,2,4,3,3,3,1,2,1,1,3,3,3,4,4,3,3,3,2,2,2,2,4,4,4,2,1,1,2,3,3,3,5,4,2,2,2,3,4,3,6,3,3,6,7,4,3,4,4,5,6,2,2,3,3.25,3.25,3.25,2,1.25,4,4,2.66666666666667,2,1.33333333333333,2.57142857142857,2.14285714285714,4.0625,3,3,4,3,3,2,3,3,3,3,4,3,4,2,2,1,1,1,2,1,1,4,4,4,3,3,4,4,3,4,2,2,2,1,1,1,3,2,2,2,2,1,2,2,2,2,1,2,1,2,3,3,3,5,3,2,4,2,5,4,6,5,6,6,4,3,2.9,4.25,3,3.75,NA,3.25,2.75,3.5,1.5,1.25,2,1.71428571428571,4,4,3.33333333333333,3.66666666666667,2,1
2008-02-21,2009-04-07,1,17,1,18,3,4,2,4,4,4,2,3,1,2,3,3,2,1,3,3,1,2,2,3,3,3,3,2,2,2,2,4,4,4,4,2,2,2,2,2,2,2,2,3,3,3,3,2,2,4,4,4,2,2,2,1,1,1,3,4,2,2,2,7,6,2,6,2,5,5,6,6,7,7,4,3,2,4,2,2,3,2,4,1,2.33333333333333,2,2.57142857142857,4.5,3,3,3,3,3,2,2,2,2,4,5,4,5,2,1,1,1,1,1,1,1,3,4,3,3,3,3,5,5,4,1,1,1,1,1,1,3,3,3,3,3,3,3,2,2,2,2,2,1,3,7,4,4,3,2,3,6,4,6,7,6,5,4,6,7,7,2.09,3,1.75,2.25,NA,3,2,4.5,1.25,1,3,2,5.0625,3.33333333333333,3,4.66666666666667,1,1
2008-03-12,NA,1,17,NA,NA,2.5,3,2,3,3,2,2,2,2,2,1,2,4,3,2,3,3,2,3,4,3,4,5,2,2,2,2,5,4,5,5,3,3,3,2,3,2,3,3,3,3,4,1,1,2,3,3,3,2,3,3,2,2,3,4,6,4,6,4,3,6,7,5,4,6,6,6,6,7,7,NA,4,2.75,4.75,2.75,2,3.33333333333333,2.66666666666667,3,2.33333333333333,1.33333333333333,2.85714285714286,1.85714285714286,5.4375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-03-12,NA,2,17,NA,NA,1.8,1,3,1,1,2,2,1,1,1,1,1,4,3,4,4,4,4,3,4,4,4,3,5,4,4,3,2,2,2,1,5,5,4,4,5,4,4,3,3,3,2,2,3,3,1,1,2,3,3,3,2,3,2,6,6,3,6,5,5,4,5,6,5,5,6,4,4,6,6,2,3.75,4.5,1.75,4,4,2.66666666666667,3,1.33333333333333,2.33333333333333,2.66666666666667,3.71428571428571,1.28571428571429,5.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-03-12,NA,2,17,NA,NA,3.8,4,4,3,3,2,2,3,2,2,2,2,3,3,3,4,4,3,3,3,3,4,4,3,3,3,4,3,3,3,3,3,3,3,3,4,4,5,5,4,4,3,3,3,2,3,3,3,3,3,3,4,5,4,5,5,5,5,2,4,5,4,3,5,6,6,6,5,5,5,2,3.5,3,3,4.5,3.25,3.66666666666667,3,3,4.33333333333333,2.66666666666667,3.28571428571429,2.14285714285714,4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-03-12,NA,1,17,NA,NA,3.2,5,4,3,3,3,1,2,1,2,1,3,4,3,2,4,2,1,4,4,4,3,3,2,2,2,3,5,4,4,5,2,2,1,2,3,3,3,2,4,3,2,3,3,2,3,3,3,3,3,2,4,3,3,2,6,3,2,3,3,4,5,4,3,6,5,5,4,6,6,4,3.5,1.75,4.5,2.75,2.25,3,2.66666666666667,3,3.33333333333333,2.66666666666667,2.85714285714286,1.85714285714286,4.1875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-03-12,NA,2,17,NA,NA,3.6,4,4,NA,NA,3,3,4,3,3,3,3,3,3,4,3,2,3,4,3,3,3,3,2.47668393782383,2.51911977832917,2.40046681904897,2.35016287514864,3,4,4,4,2,4,3,3,2.59640102827763,2.69437585589556,2.51709941655899,2.47047773512093,2,3,2,2.3544236094756,2.34291568467839,2.48831106296906,4,3,3,2,3,2,2.45725871991354,2.4011821524514,2.63850090299803,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,3,3,3,3.75,2.56958850896328,2.43660835258765,2.33333333333333,2.33333333333333,3.33333333333333,2.49898059178766,2.39521678570768,3.14285714285714,3.14285714285714,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-03-12,2009-03-20,1,14,1,15,1.3,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,5,5,5,5,3,4,4,4,4,5,4,5,5,5,5,5,4,5,4,5,4,4,4,3,3,3,3,4,4,5,5,5,4,5,4,7,7,7,7,7,7,7,4,7,7,7,5,6,6,5,5,4,5,5,4.5,4.5,3.75,4,5,3.66666666666667,4.33333333333333,3,4,1,6.3125,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,4,4,4,5,5,5,5,4,4,5,5,5,5,3,3,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,7,7,6,7,6,6,7,5,7,7,7,7,7,7,6,6,1,1,1,1,1,5,5,5,5,3.5,4,1,6.5625,4.33333333333333,5,4.33333333333333,5,3.33333333333333
2008-03-12,2009-03-20,1,16,1,17,3,3,2,3,3,1,1,1,1,1,1,3,3,3,4,4,3,3,4,4,4,4,4,1,1,1,1,4,4,4,4,2,3,3,3,1,2,1,2,4,3,4,1,1,1,5,4,4,3,3,3,2,2,2,5,5,4,5,5,2,5,4,4,3,5,4,5,5,6,7,4,4,2.75,4,1.5,1,3.66666666666667,3,4.33333333333333,2,1,3.42857142857143,1.28571428571429,4.625,NA,4,4,4,4,3,3,3,3,5,4,4,5,1,1,1,1,1,1,1,1,4,4,4,3,3,3,5,5,4,1,1,1,1,1,1,3,2,2,4,2,2,3,2,1,1,1,2,1,1,4,5,5,6,4,4,6,4,6,5,6,5,5,5,6,7,2.3,1.75,1.25,3,3,4,3,4.5,1,1,2.57142857142857,1.28571428571429,5.1875,4,3,4.66666666666667,1,1
2008-03-12,2009-03-20,1,16,1,17,2.3,3,2,3,3,1,1,1,1,1,1,1,4,4,4,4,3,4,4,4,4,5,5,2,2,2,1,4,4,4,4,4,4,4,5,2,2,2,1,4,4,5,1,1,2,2,2,3,4,4,5,1,1,2,5,4,4,5,4,5,3,4,3,4,5,5,4,5,6,6,4,4.5,4.25,4,1.75,1.75,4.33333333333333,4.33333333333333,2.33333333333333,1.33333333333333,1.33333333333333,3.85714285714286,1,4.5,3,4,4,4,4,4,3,3,3,4,4,4,4,1,1,1,1,2,2,2,2,4,3,3,4,3,3,2,2,3,1,1,1,3,3,3,3,3,3,3,3,2,3,2,2,2,1,1,2,2,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,2.3,2.75,2.75,3.25,3,4,3.25,4,1,2,2.85714285714286,1.71428571428571,4.875,3.33333333333333,3.33333333333333,2.33333333333333,1,3
2008-03-12,2009-03-20,1,16,1,17,2,2,2,2,2,1,1,1,1,1,1,1,4,4,3,3,3.21116576993027,4,3,4,4,4,4,2,2,2,2,3,5,4,4,3,3,3,3,2,2,2,2,4,3,3,2,2.34471758919411,3,4,4,3,3,3,3,2,2.22793944875766,3,5,6,3,4,3,4,5,3,6,6,6,6,3,6,7,7,2,4,3,4,2,2,3.33333333333333,3,3.66666666666667,2.40931314958589,2.44823919639804,3.4587379671329,1,5,1,3,3,3,3,4,4,4,4,4,4,4,4,2.65,2.63888888888889,2.52648566351524,2.45216213282402,2.51396648044693,2.58659217877095,2.50279329608939,2.46282383554302,3,2,3,4,4,4,4,3,3,2.34589738108649,2.39444444444444,2.67302698045396,2.42106818371541,2.47940115743831,2.62655134222186,3,2,2,3,3,3,2,1,1,1,1,1,1,1,5,4,4,4,2.99754437264652,2,4,3,5,4,5,5.30918348744956,7,5.80775804894048,7,7,2,NA,NA,NA,NA,3,4,4,2.56688417130704,2.51654394771257,2.57142857142857,1,4.69465536931478,2.66666666666667,4,3.33333333333333,2.4711229353283,2.50900689445853
2008-03-12,2009-03-20,2,16,2,17,3.8,3,4,4,2,1,2,2,1,2,1,3,3,3,3,3,3,3,3,4,4,3,4,3,3,3,3,3,4,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,5,3,5,4,4,4,4,4,4,4,5,4,4,4,4,4,3,3.75,3.5,3.25,3,3,3,3.33333333333333,3.33333333333333,3,3,3,1.71428571428571,4.125,3,3,4,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,2,3,3,2,4,2,2,3,1,1,2,1,2,1,2,5,4,4,4,4,3,5,4,4,3,5,4,4,4,5,5,3,4,3,3,NA,3.25,3,3.5,3,3,2.71428571428571,1.42857142857143,4.1875,3,3,3,3.33333333333333,2.66666666666667
2008-03-12,2009-03-20,2,16,2,18,2.8,2,4,2,3,1,2,1,2,1,1,1,3,3,2,3,2,2,3,3,3,2,2,4,3,3,3,1,1,1,1,5,4,4,4,4,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,4,3,3,3,3,2,3,3,3,4,2.5,4.25,1,3.25,3.25,1,1,1,1,1,2.57142857142857,1.28571428571429,2.4375,3,3.64285714285714,3.60989010989011,3.58791208791209,3.57040823717809,4,4,4,3,1,1,1,1,3,3,3,3,3,3,3,3,3.33027807606843,3.37362637362637,3.49899951404356,3,1,3,1,1,1.44455078346154,2,2,3,3,3,3,1,2,3,4,3,2,1,2,3,4,3,2,1,2,7,6,5,3,7,6,4,6,7,6,5,4,3,2,3,4,2.45,2,3.75,3,3.75,3.60276689445936,3.75,1,3,3,2.28571428571429,2.42857142857143,4.875,3.40096798791279,2.33333333333333,1.14818359448718,2.33333333333333,3
2008-03-12,2009-03-20,2,16,2,18,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3,4,4,4,4,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,2,2,3,7,7,6,7,6,7,1,5,6,6,6,6,6,6,7,6,4,4.75,5,5,3,4.75,5,5,5,2.33333333333333,5,3.57142857142857,1,5.9375,3,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,4,4,4,4,5,5,5,5,5,5,4,4,4,3,3,3,5,4,4,4,4,3,4,4,3,4,1,1,1,1,1,1,1,7,7,7,7,6,6,7,6,7,7,7,7,7,7,7,7,1,1,1,1,1,5,5,5,3,4,3.71428571428571,1,6.8125,5,5,4,3,4.33333333333333
2008-03-12,2009-03-20,1,17,1,18,1.7,NA,NA,NA,NA,1,2,3,3,1,3,2,4,4,4,4,3,3,3,5,4,5,4,4,4,3,3,4,5,4,4,3,2,2,2,2,3,3,2,3,3,3,2,2,2,3,4,3,3,3,2,3,3,2,4,3,4,4,4,5,5,3,5,4,6,6,5,5,4,5,4,4.5,2.25,4.25,2.5,3.5,3,2.66666666666667,3.33333333333333,2.66666666666667,2,3.57142857142857,2.14285714285714,4.5,3,4,4,4,3.90725297067943,1,2,1,2,4,4,3,4,2,2,2,2,2,2,2,2,2.28314368416805,2,3,2,1,2,3,3,3,2,2,2,2,2,2,2,2,3,3,2,2,3,1,1,1,2,2,1,2,4,4,5,4,4,4,4,3,5,4,5,5,5,5,5,5,1.8,3.75,1.75,2,2,3.97681324266986,1.5,3.75,2,2,2.42857142857143,1.42857142857143,4.4375,2.42771456138935,1.66666666666667,3,2,2
2008-03-12,2009-03-20,1,17,1,18,2.8,2,3,2,NA,1,1,1,1,2,2,1,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,4,4,4,4,5,5,5,5,1,1,1,1,3,1,1,1,1,1,4,1,1,5,5,5,1,1,1,4,5,4,4,1,1,4,5,7,7,7,7,7,7,7,1,4,3,5,4,1,2,1.66666666666667,5,2,1,1,3.28571428571429,1.28571428571429,4.875,2,4,4,4,3,4,4,3,3,5,5,5,5,3,3,3,3,3,3,2,2,1,1,1,4,4,4,5,5,4,1,1,1,2,1,1,3,3,4,3,3,2,3,1,1,1,1,1,1,1,4,6,5,5,4,1,7,7,7,7,7,7,7,7,7,5,2.5,2,2,2,2,3.75,3.5,5,3,2.5,3,1,5.8125,1,4,4.66666666666667,1,1.33333333333333
2008-03-12,2009-03-20,1,17,1,18,2.9,2,4,3,4,1,1,2,1,2,1,2,3,3,4,3,3,3,3,3,4,4,3,2,2,2,2,4,4,4,4,2,3,3,3,2,3,3,3,4,4,4,2,2,2,4,4,4,4,3,3,2,3,3,4,6,4,5,4,4,5,6,5,7,6,5,6,7,7,7,2,3.5,2.75,4,2.75,2,4,3.33333333333333,4,2.66666666666667,2,3.14285714285714,1.42857142857143,5.5,2,3,3,3,3,2,3,3,3,4,5,4,4,2,3,3,3,2,3,3,3,4,4,3,3,3,2,4,4,4,3,2,2,3,2,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,4,6,4,6,3.08796367291133,3,4,6,4,4,6,7,5,6,7,7,2.8,3,2,3,3,3,2.75,4.25,2.75,2.75,2.71428571428571,2,5.13049772955696,3.66666666666667,2.66666666666667,4,2.33333333333333,2
2008-03-12,2009-03-20,1,17,1,18,2.7,2,4,3,3,1,1,1,1,1,1,2,4,3,4,4,3,3,3,4,4,4,3,1,1,2,1,4,4,3,3,5,4,4,5,3,3,3,4,5,4,4,2,2,1,4,3,4,5,5,5,2,2,2,5.40388060465126,6,5,5,5,6,6,5,6,3,7,5,4,6,6,6,3,3.75,4.5,3.5,3.25,1.25,4.33333333333333,5,3.66666666666667,2,1.66666666666667,3.42857142857143,1.14285714285714,5.4002425377907,3,4,4,4,4,5,5,4,4,4,4,4,5,3,3,2,3,2,1,1,1,4,4,4,5,5,5,4,4,4,2,2,3,1,2,2,4,3,4,3,3,3,4,2,1,1,1,1,1,1,6,6,4,5,5,6,6,4,5,5,5,5,4,6,6,6,2.4,1.75,3,1.75,NA,4,4.5,4.25,2.75,1.25,3.42857142857143,1.14285714285714,5.25,4,5,4,2.33333333333333,1.66666666666667
2008-03-12,2009-03-20,1,17,1,18,3.3,5,4,2,3,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,4,3,3,2,4,4,3,3,4,3,3,2,2,2,3,2,2,2,2,3,3,4,3,2,2,3,4,3,3,3,3,1,2,2,5,5,5,5,5,4,6,6,7,5,6,7,6,6,6,5,4,3.25,2.25,3.25,2,3.25,3.33333333333333,3,3.33333333333333,1.66666666666667,2.33333333333333,3,1.14285714285714,5.5625,3,3,4,4,3,3,4,3,3,4,5,4,4,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,1,2,2,3,3,2,3,3,3,3,3,3,3,2,1,2,2,1,1,2,6,5,4,5,5,5,3,4,5,5,5,6,6,6,7,6,NA,2.25,2.25,2.25,2.25,3.5,3.25,4.25,2,3,3,1.57142857142857,5.1875,4,4,4,1.66666666666667,2.66666666666667
2008-03-12,2009-03-20,1,17,1,18,2.4,4,3,2,2,1,1,1,1,1,1,1,3,2,3,3,3,3,3,4,4,5,5,1,1,1,1,5,5,5,5,3,3,4,3,5,4,4,4,5,5,5,2,2,2,5,5,5,4,4,5,4,4,5,4,6,5,5,4,4,5,4,5,4,6,5,6,6,6,6,2,4.5,3.25,5,4.25,1,5,4.33333333333333,5,4.33333333333333,2,2.85714285714286,1,5.0625,3,4,4,4,4,4,4,4,4,3,5,4,4,4,3,4,3,3,3,3,3,5,5,5,5,4,5,5,5,5,4,4,4,3,3,4,4,3,4,4,3,3,3,2,1,2,2,2,1,1,5,5,5,5,4,4,3,5,5,5,7,5,4,6,7,7,2.5,3,3,3,3,4,4,4,3.5,3,3.42857142857143,1.57142857142857,5.125,5,4.66666666666667,5,4,3.33333333333333
2008-03-12,2009-03-20,1,17,1,18,2.6,3,2,2,NA,1,1,2,2,1,1,2,4,3,4,4,2.80238022024833,2,3,4,3,3,3,3,3,3,3,4,4,4,4,3,2,3,2,2,2,2,2,4,4,3,3,3,3,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,3,3.25,2.5,4,2,3,3.66666666666667,3,4,3,3,3.2574828886069,1.42857142857143,4.125,3,4,3,3,3,4,4,4,4,4,4,3,3,2,2,1,1,3,3,3,3,4,4,4,5,5,5,4,4,4,1,1,1,3,3,3,2,2,3,4,3,2,3,1,1,1,1,1,1,1,4,3,3,4,2,2,5,6,6,5,6,6,6,6,7,6,3.1,3,2.75,4,NA,3.25,4,3.5,1.5,3,2.71428571428571,1,4.8125,4,5,4,1,3
